,Customer Name,cust mail id,Feedback,Date and time,caretaker/server name,care-empid,cust-age,cust-contact,sentiment - future,dept,customer-stay duration,customer-n visits past,customer-membership status,customer-amt to be paid,NPS,Dining - Vegetarian/vegan,Room preference,"Sports activities - [table tennis, golf, ...]","Wellness - gym, sauna, massage",pricing patterns - frugal/luxury
1109,Maxwell Doyle,johnathan78@example.org,"no near excellence long awaited vacation 2 couples travel year twice year, booking resort emailed excellence head office asked internet access self-employed vacations working vacations not book resort having internet, head office emailed quickly response explaining resort including rooms wireless internet access..bonus..i booked trip day, arrived resort late saturday night service friendly sent rooms hallways dark couples 11 block 2 14 block, rooms help pizza delivery guy, room nice not cool air conditioning 3rd floor resorts does n't work good, setup make sure internet..no network called desk explained said n't sure internet rooms not connect decided desk request room change and/or person desk did not speak best english proceeded try room took hour playing said bellhop room internet worked not 12:30am finally room vacant internet awesome lets bags, no no..i need check desk person desk explaines room vip view explain not care view just need internet..the reception explains room extra charge arguing gentleman 10 15 minutes not getting head asked manager no managers staff night 1am told manager hotel 8am agree stay room morning.my husband lobby 8am no manager no concierge told 9am return 9am speak concierge explained situation asked hour 10am returned sorted problem giving vip room night needed wait 12:30 intouch manager edward explained wanted room clean bellhop current room 12:30 waited room no bellhop called desk request service asked wait 1:30 extremely upset angry said absolutely not need service not asked come immediately bellhop sent, finally got room unpacked room clean things missing coffeemaker no coffee pot no hand soap no face clothes 1 hand towel 1 robe called desk asked items received robe hand towel morning called ask coffee pot received room service instead better coffee pot told, husband waiting main lobby friends approached hotel employee manager ended general manager hotel explaining problems asked come anymore told coffee pot 1 room minutes.after meeting discussions hotel..for 1 couples no turn service 2 3 nights no cleaning service day ac did not work right week complaining times concierge, couple no face clothes limited towels dvd player jacuzzi tub did not work did fix tub took day, husband i..the room ok not 5 star hotel means received hand soap jacuzzi not hold water, creepy crawlers room, restaurants buffet great breakfast lunch place enjoyed dinner french restaurant, grill terrible bareclona ok seafood fishy smelling tasting, toscana-food good service aweful, beef restaurants not good cooked tuff, grounds nice beach good red flagged week, bar staff excellent jenny works theater section awesome ver friendly requested 1 room day late check manager said speak friday day leaving available explained 20 person hour charge looked said no way problems want charge, told come friday ended getting room 6 stay leave airport.in resort nice not believe classified 5 star..maybe 3.5 really need work little things, n't believe unless make chanages,  ",2024-03-26 06:47,Jeffery Palmer,EMP500,20,503-799-8978,Positive,Sales,22,4,Inactive,$454,6,Non-Vegetarian,Standard,Badminton,Gym,Luxury
1110,Kerri Rose,larsondanielle@example.org,"robbery 1500 worth property stolen room middle night n't, numerous rooms robbed.i stay recommend hotel no idea property hotel did n't help bit.they blamed did n't know check security camera tapes, mystery, rooms lock key no trace apparent robber got in.the hotel goodwill offered 100.the room great extremely bad service recieved warn stay lock away, oh n't safe cheap trust having replace house keys car keys work keys bank cards reading glasses precious jewellery having plane tickets stolen finding 1/2 hour flight not worth, pay 50 vulcan,  ",2024-09-06 00:30,Brittany Hubbard,EMP680,28,660.716.6734x3075,Neutral,Support,15,9,Inactive,$434,2,Vegetarian,Standard,Swimming,Massage,Luxury
1111,Peter Hogan,tonyjohnson@example.net,"dream come true, say i__Ç_é planning trip dreams punta cana, moment stepped foot beautiful oasis senses filled fragrant incense grand luxury, pulled hotel welcomed smiling faces utmost warmth, immediately left world entered tropical paradise can__Ç_é_ wait return to.if want away really enjoy dreams definitely want stay, rooms situated near beach serpentine pool encircles area, sip pina coladas soak sun participate countless fun activities staff prepared day beach poolside, night talented team professional entertainers create beautiful enjoyment, say entertainment staff management team friendliest professional hard-working multi-talented group i__Ç_ée met, amazing time anticipate vacation, trip memorable happy happy clappy clappy vacation wouldn__Ç_é_, miss already-mickey mouse 50 cent michael jackson usher jj carlos harvi judy july latecia louis bezil julio jose hope i__Ç_é not forgetting staff accommodating dining experience excellent, multitude restaurants cuisines choose food delicious prepared, hotel impeccably clean spa ohh divine.so recommend dreams, heartbeat,  ",2024-03-15 21:54,Tonya Ferguson,EMP078,55,+1-758-906-4630x27172,Positive,Engineering,8,4,Active,$321,2,Vegan,Standard,Table tennis,Sauna,Luxury
1112,Richard Roth,bellchristopher@example.com,"beware beware leave vehicle, took advantage park ride unfortunately vehicle broken,  ",2024-10-23 01:03,Janet Wagner,EMP697,57,001-642-961-7208,Positive,Support,20,10,Inactive,$365,2,Non-Vegetarian,Standard,Golf,Gym,Frugal
1113,Mr. Daniel Williams,scott45@example.org,"perfect hotel just come long week-end venice, thanks comments trip advisor booked stay al ponte mocenigo hotel, perfect great location warm welcome great room,  ",2024-09-18 10:51,Natalie Davis,EMP844,60,628-244-4425,Positive,Engineering,18,10,Inactive,$232,8,Vegetarian,Standard,Swimming,Gym,Luxury
1114,Glenn Cox,frankdixon@example.com,"not impressed stayed expo christmas arrived christmas eve lunchtime room basic clean restaurant earlier month unavailable breakfast continental style ok bit pricey fresh fruit really tinned.the piano bar comfy nobody played piano time stayed.staff ok 2 italians really helpfull finding places eat advised safety issues, no tea coffee facilities available bar tea tray.the bathroom clean water hot.good location main train station noisy police sirens nite nite,  ",2024-09-24 21:37,Anthony Kim,EMP303,49,(324)792-9616x18479,Neutral,Sales,1,8,Inactive,$313,4,Vegetarian,Suite,Table tennis,Gym,Luxury
1115,Nicholas Cameron,stephen66@example.org,"okay not great, family stayed bavaro princess april 17 april 24. little complain nothing impressed, place beautiful beach gorgeous average, good time thanks guests met no got sick food nothing good bad say, vip upgrade good deal simply wait line restaurant reservations rooms right pool beach, kids club limited hours kids bored day, service okay not great rooms use good cleaning, glad went price better iberostar bavaro, not visit,  ",2024-03-14 17:21,Isaiah Austin,EMP297,35,873.235.5724x87494,Positive,Sales,16,3,Active,$244,6,Vegan,Standard,Golf,Sauna,Luxury
1116,Carol Ayers,jonesjonathan@example.org,"great couple little snags reading positive reviews hotel wife booked 4 nights recent anniversary stay.all hotel good not great, think easy build expectations based opinions/reviews maybe little inflated, booked directly hotel far away best price, based price paid happy, paid standard rates not been.the main problems actually service not room, flew redeye, booked hotel requested early check-in told not guarantee make effort room available early possible, arrived 10 told come 2. came 2 told room not cleaned right told sit wait lobby did 40 minutes no apology, opinion not acceptable, second problem returning room afternoon door propped open no housekeeper sight, apparently just left door wide open cleaning, wife went desk told hotel safe, true truly shocking response, no understanding apology, think goes saying despite safe unsafe hotel minimum privacy respect issue hotel not leave guest room open, like hotelier 101 really just basic common sense.aside issues staff courteous helpful, general thoughts room booked expected room small, large suitcase trouble storing, desk able walk bed.-the shower insane typical europe, no curtain/door expect floor half inch water, extra towels floor bring flippers, bed comfortable slept great, no noise problems, location great, beautiful views pantheon, lots restaurants nearby elegant little places like saint germain, definitely feels catered students given location, say issues probably unusual long know getting hotel good, just expecting feels like low end 3-star rating n't expect service excellent just good,  ",2024-03-06 15:06,Erin Stewart,EMP459,58,224.943.2053x04278,Neutral,Finance,2,5,Active,$161,4,Vegan,Standard,Golf,Gym,Luxury
1117,Keith Hunter,jonathanmartin@example.com,"fabulous view location stayed triple room just christmas, typical chain hotel tiny room no tea making facilities view n't beaten recommend canal view, shower awesome, best thing location hop skip jump need quiet feel real amsterdam, highly recommend especially handsome man rickety house pub corner, definately year,  ",2024-01-14 19:21,Tina Gibson,EMP671,30,514.523.2812x082,Neutral,Finance,9,7,Inactive,$360,1,Vegetarian,Suite,Golf,Massage,Luxury
1118,Marissa Acosta,cassandrasawyer@example.org,"excellent affordable hotel, husband stayed aparthotel silver nights nov 2005. hotel wonderful best incredibly affordable, staff hotel really friendly helpful, fourth floor luckily elevator not taken granted, stayed standard room clean spacious, bathroom quite large compared hotels stayed europe, location excellent, steps away fontana metro stop city minutes, location safe comfort return room late, hotel free internet access luggage area need store items checking, breakfast offered additional charge tried, highly recommend hotel travelers barcelona,  ",2024-07-07 07:36,Sara Reyes,EMP708,39,782.908.5476x2465,Neutral,Finance,30,5,Active,$75,10,Vegetarian,Standard,Table tennis,Sauna,Frugal
1119,Jonathan Rivera,arnoldheather@example.com,"amazing amazing amazing, came bahai principe week, amazing holiday, went husband couple n't ask, got upgraded ambar nice surprise felt spoiled, staff amazing food amazing beach beautiful entertainment awesome, n't know trip compare, seconed time punta cana time stayed bavaro princess, thought great bahai step, n't hesitate resort, stay march 20th 27th,  ",2024-12-29 16:36,Zachary Drake,EMP339,64,923.932.4176,Neutral,Sales,17,4,Inactive,$342,10,Vegan,Deluxe,Badminton,Gym,Luxury
