Customer Name,cust mail id,Feedback,Date and time,caretaker/server name,care-empid,cust-age,cust-contact,sentiment - future,dept,customer-stay duration,customer-n visits past,customer-membership status,customer-amt to be paid,NPS,Dining - Vegetarian/vegan,Room preference,"Sports activities - [table tennis, golf, ...]","Wellness - gym, sauna, massage",pricing patterns - frugal/luxury
Daniel Smith,ualvarez@example.net,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",14-01-2024 22:56,William Webb,EMP637,36,+1-350-682-3982x0752,Neutral,Sales,28,4,Active,$102,5,Vegetarian,Suite,Table tennis,Sauna,Luxury
Nicole Hunt,paulhoward@example.com,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",23-06-2024 04:59,Amy Mack,EMP013,32,-2859,Positive,Sales,2,0,Inactive,$59,3,Vegetarian,Suite,Swimming,Massage,Luxury
Nicole Mccarthy,paul16@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",30-09-2024 22:10,Gina Williams,EMP845,33,001-313-738-0051,Neutral,Finance,8,0,Inactive,$130,2,Non-Vegetarian,Suite,Golf,Massage,Luxury
Anna Davidson,chelseawilliamson@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",22-07-2024 21:55,Angela Cummings,EMP262,51,6454124600,Neutral,Sales,28,1,Inactive,$141,2,Vegetarian,Suite,Table tennis,Gym,Frugal
Antonio Phillips,holmesrobert@example.net,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",08-04-2024 06:08,Kelly Burnett,EMP421,28,(952)268-6468x30008,Negative,Engineering,15,1,Active,$132,9,Vegetarian,Deluxe,Swimming,Massage,Frugal
Savannah Dominguez,michellemartin@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",25-02-2024 08:22,Joshua Washington,EMP951,48,709.582.1514,Negative,Sales,30,10,Inactive,$68,6,Non-Vegetarian,Suite,Swimming,Massage,Luxury
Robert Aguirre,shieldsrenee@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",04-10-2024 17:15,Samantha Castillo,EMP712,58,(236)544-6152x390,Positive,Engineering,4,0,Active,$420,1,Vegetarian,Suite,Swimming,Massage,Frugal
Molly Santos,boltonalexandra@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",17-05-2024 15:16,Kelly Garza,EMP916,53,464-841-8627,Neutral,HR,4,1,Inactive,$176,7,Vegan,Standard,Swimming,Massage,Frugal
Eric Hernandez,edwinsantiago@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",30-06-2024 09:48,Timothy Morris,EMP159,22,(631)528-9958x130,Negative,Engineering,28,9,Inactive,$144,8,Non-Vegetarian,Suite,Golf,Gym,Frugal
Jonathan Bradley,alvinyoung@example.org,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",21-01-2024 11:19,Eric Hawkins,EMP234,34,001-513-221-5465x5850,Neutral,HR,17,10,Active,$495,1,Vegetarian,Deluxe,Table tennis,Massage,Frugal
Lisa Miller,cking@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",22-08-2024 18:45,John Stephenson,EMP778,35,2386060396,Negative,Sales,16,7,Inactive,$106,8,Vegetarian,Suite,Golf,Sauna,Frugal
Samantha Rose,reidmaurice@example.org,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",15-06-2024 17:59,Jacob Lewis,EMP217,34,(492)202-2008x1141,Neutral,HR,14,6,Inactive,$439,5,Vegan,Deluxe,Table tennis,Gym,Luxury
Jamie Wheeler,davidvelasquez@example.net,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",27-02-2024 08:57,Arthur Blackwell,EMP113,68,748.994.7170,Neutral,HR,11,0,Active,$328,2,Vegetarian,Deluxe,Table tennis,Sauna,Luxury
Patrick Carlson,ocobb@example.org,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",29-03-2024 15:52,Kimberly Cohen,EMP423,34,+1-965-776-8933x65136,Positive,Finance,4,8,Inactive,$420,1,Non-Vegetarian,Deluxe,Golf,Massage,Frugal
Philip Green,roycharles@example.net,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",11-12-2024 20:43,Colin Jackson Jr.,EMP747,20,-8499,Positive,HR,18,6,Active,$482,10,Non-Vegetarian,Suite,Golf,Massage,Luxury
Ashley Ball,kingann@example.org,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",24-05-2024 14:51,Anna Simmons,EMP902,62,001-748-706-1159x1475,Negative,HR,3,10,Inactive,$379,6,Vegetarian,Deluxe,Golf,Massage,Frugal
Jacob Johnson,mooremichael@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",02-06-2024 03:32,Andrea Alvarez,EMP877,20,327.572.9648x9262,Neutral,Sales,12,10,Active,$453,6,Non-Vegetarian,Suite,Swimming,Gym,Luxury
Brandy Sosa,joibarra@example.com,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",06-04-2024 16:33,Cody Baldwin,EMP052,64,495.236.3446x67132,Negative,Engineering,28,3,Active,$177,10,Vegan,Suite,Swimming,Gym,Frugal
Maria Nichols,manningjacob@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",21-02-2024 05:51,Brandon Jackson,EMP355,37,(428)343-8453x9291,Neutral,Support,5,7,Active,$150,8,Non-Vegetarian,Standard,Badminton,Gym,Luxury
Rachael Deleon,twillis@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",22-10-2024 09:22,Clinton Vincent,EMP641,70,001-906-355-8487,Neutral,Finance,26,2,Active,$479,8,Vegetarian,Deluxe,Golf,Gym,Luxury
Stephanie Young,tonya54@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",17-11-2024 15:03,Lisa Ortega,EMP984,45,874-786-6530,Neutral,Sales,27,6,Active,$430,4,Vegan,Deluxe,Badminton,Gym,Luxury
Alexandra Walsh,hmarshall@example.net,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",08-03-2024 20:20,Brandi Burns,EMP545,58,(875)485-3136x4087,Negative,Finance,15,5,Active,$259,4,Vegetarian,Suite,Badminton,Gym,Luxury
Morgan Gomez,luisacosta@example.com,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",16-11-2024 15:35,David Soto,EMP084,34,864.628.0923,Negative,Sales,15,2,Inactive,$459,1,Non-Vegetarian,Deluxe,Table tennis,Sauna,Frugal
Marc Clark,kevinhamilton@example.com,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",29-11-2024 14:24,Shirley Myers,EMP026,69,(336)928-5634x57232,Negative,HR,9,0,Active,$116,9,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
Joe Jacobs,hmartinez@example.net,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",14-11-2024 00:19,Christopher Mclaughlin,EMP794,64,(889)321-9188x434,Positive,Sales,9,8,Active,$279,5,Vegan,Suite,Table tennis,Gym,Luxury
Katherine Orr,megan26@example.com,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",22-08-2024 21:29,Kristin Salinas,EMP716,58,+1-262-864-4057x5192,Positive,Sales,5,4,Inactive,$297,10,Vegetarian,Deluxe,Table tennis,Gym,Frugal
Christopher Prince,dyertimothy@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",12-04-2024 18:22,Jeffery Boyd,EMP197,67,690.497.6984x553,Negative,Sales,19,3,Inactive,$487,5,Vegetarian,Standard,Badminton,Gym,Luxury
Melissa Callahan,kristin58@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",13-01-2024 18:38,Jessica Bowman,EMP199,46,304.542.5937x909,Positive,Engineering,28,6,Inactive,$193,10,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
Donna Garcia MD,joshua72@example.org,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",26-06-2024 15:04,Molly Jimenez,EMP776,56,001-976-849-2124,Neutral,Sales,17,3,Inactive,$252,8,Non-Vegetarian,Deluxe,Table tennis,Sauna,Frugal
Angel Carson,eschmidt@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",05-11-2024 00:34,Travis Morris,EMP340,54,-1781,Negative,HR,23,5,Inactive,$272,4,Non-Vegetarian,Suite,Badminton,Massage,Luxury
Vincent Sanchez,cynthiamason@example.net,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",18-12-2024 14:05,Taylor Nolan,EMP028,30,001-307-546-1033x20282,Neutral,Finance,10,8,Active,$359,7,Vegetarian,Standard,Swimming,Massage,Luxury
Renee Davis,dbush@example.org,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",19-09-2024 00:28,Kimberly Collier,EMP330,27,001-703-373-1996x2822,Negative,Engineering,21,0,Active,$383,5,Non-Vegetarian,Suite,Badminton,Sauna,Frugal
Phillip Miller,uscott@example.net,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",03-07-2024 12:38,Emily Farrell,EMP101,67,346.292.7931x03687,Positive,Support,2,10,Inactive,$146,9,Vegan,Deluxe,Badminton,Gym,Frugal
James Forbes,dakotareed@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",20-07-2024 11:59,Jennifer Jackson,EMP525,43,001-910-626-0746,Positive,Engineering,26,3,Active,$157,1,Vegan,Deluxe,Table tennis,Sauna,Luxury
Anthony Kirby,logan45@example.com,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",25-11-2024 14:19,Mark Young,EMP766,27,(230)419-9954x347,Negative,Engineering,6,0,Active,$73,10,Vegetarian,Suite,Badminton,Massage,Frugal
Zachary Taylor,lorihanson@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",04-10-2024 21:13,William Buchanan,EMP396,47,+1-820-258-3530x366,Neutral,Support,13,8,Active,$378,3,Non-Vegetarian,Suite,Golf,Gym,Frugal
David Harrison,wswanson@example.com,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",01-08-2024 00:08,Clayton Atkins,EMP305,37,(976)383-3847,Neutral,Finance,17,7,Inactive,$61,9,Vegetarian,Suite,Table tennis,Gym,Frugal
Stephen Mckinney,christine63@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",09-10-2024 04:10,Melissa Harrington,EMP469,50,504-967-6623x9349,Positive,Engineering,5,3,Active,$290,8,Non-Vegetarian,Suite,Badminton,Massage,Frugal
Jordan Andrews,rickydonovan@example.net,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",17-11-2024 14:33,Christine Mays,EMP700,47,(855)434-2432x66737,Positive,Support,26,0,Inactive,$479,2,Vegan,Standard,Badminton,Gym,Frugal
Sarah Hudson,todd07@example.net,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",27-05-2024 02:29,Michael Newton,EMP458,57,(388)679-5664x45885,Negative,Engineering,27,8,Active,$73,7,Vegetarian,Standard,Golf,Gym,Frugal
Colin Williams,kathleen36@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",24-04-2024 01:50,Caitlin Howard,EMP955,51,673.753.4193x931,Negative,Finance,16,5,Active,$267,7,Vegetarian,Deluxe,Table tennis,Sauna,Luxury
Dillon Ray,andersontiffany@example.org,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",09-08-2024 02:08,Mark Stewart,EMP234,62,624-335-3258x3453,Positive,Sales,19,8,Inactive,$243,8,Vegetarian,Standard,Golf,Massage,Frugal
Jordan Scott,esmith@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",04-02-2024 14:21,Caitlyn Casey,EMP029,46,652-666-7468,Positive,Sales,26,8,Inactive,$449,2,Vegetarian,Suite,Swimming,Gym,Frugal
Kim Woodard,martindonald@example.net,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",02-02-2024 21:48,Karen Jacobs,EMP438,25,387-914-8313x65604,Neutral,Engineering,3,9,Inactive,$377,7,Non-Vegetarian,Suite,Golf,Sauna,Frugal
Joy Edwards,lucasmichael@example.net,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",27-03-2024 07:44,Rhonda Sullivan,EMP295,39,860-879-6864,Neutral,Sales,6,10,Active,$116,1,Vegan,Deluxe,Swimming,Gym,Frugal
